col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,division
Anthony Kyriakakis,,0,26,37,28,26,19,7,2,3,7,4,10,4,4,1,1,1,5,2,4,0,1,1,0,43,6,1
Jennifer Schultz,,,1,20,22,8,18,17,11,12,5,8,2,4,4,5,4,5,5,6,3,2,2,3,0,30,20,1
James C Crumlish,,,,0,20,23,17,6,2,2,6,0,4,2,3,1,1,0,1,1,3,0,1,0,0,32,5,1
Kay Yu,,,,,1,13,17,4,4,3,4,4,5,2,0,1,1,1,0,1,2,1,0,0,0,29,2,1
Chris Hall,,,,,,0,5,3,2,2,5,0,4,2,2,1,2,0,1,2,3,0,1,0,0,23,4,1
Leon Goodman,,,,,,,0,3,2,0,3,0,2,1,2,2,2,1,1,0,1,2,0,1,0,21,2,1
Wendi Barish,,,,,,,,0,10,10,4,6,2,3,6,7,1,5,2,2,1,2,0,0,0,6,16,1
Nicola Serianni,,,,,,,,,0,6,5,8,1,3,3,3,1,5,0,1,0,0,0,0,0,6,8,1
Beth Grossman,,,,,,,,,,0,2,2,2,2,3,6,0,0,1,2,0,1,0,1,0,3,11,1
Kendra Mccrae,,,,,,,,,,,0,3,3,6,5,1,0,2,1,0,0,1,1,0,0,9,4,1
Cateria R Mccabe,,,,,,,,,,,,0,3,4,1,1,0,5,2,0,0,0,0,0,0,6,4,1
Henry Mcgregor Sias,,,,,,,,,,,,,0,2,1,2,0,0,2,0,0,0,0,0,0,9,3,1
Carmella Jacquinto,,,,,,,,,,,,,,0,1,0,0,1,3,2,1,1,2,1,0,5,4,1
Laurie Dow,,,,,,,,,,,,,,,0,2,2,2,0,0,1,2,0,0,0,3,6,1
Vicki Markovitz,,,,,,,,,,,,,,,,0,1,1,0,0,0,2,0,0,0,1,7,1
Craig Levin,,,,,,,,,,,,,,,,,0,1,3,3,0,1,0,0,0,1,5,1
Janine D Momasso,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,4,1
Joshua Roberts,,,,,,,,,,,,,,,,,,,0,3,0,0,0,1,0,3,4,1
Jon Marshall,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,1,5,1
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,3,2,1
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,3,1
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,1
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
Total,64,55,54,42,35,30,25,25,16,14,14,12,12,10,10,9,7,7,7,6,5,4,3,3,0,57,29,1
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,2
,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Kay Yu,James C Crumlish,Leon Goodman,Wendi Barish,Cateria R Mccabe,Henry Mcgregor Sias,Nicola Serianni,Chris Hall,Janine D Momasso,Beth Grossman,Kendra Mccrae,Laurie Dow,Vicki Markovitz,Craig Levin,James F Berardinelli,Joshua Roberts,Carmella Jacquinto,Terri M Booker,Jon Marshall,Gregory Weyer,Robert Trimble,Sherman Toppin,David H Conroy,Theresa Brunson,2
Tiffany Palmer,1,115,109,101,94,54,41,40,41,38,39,14,12,15,10,7,4,12,2,6,3,0,3,1,0,119,34,2
Jennifer Schultz,,1,78,83,71,54,33,34,29,37,16,16,10,9,7,4,9,9,8,7,3,6,1,0,1,89,38,2
Anthony Kyriakakis,,,0,73,89,49,17,16,25,12,39,1,4,9,4,3,5,4,3,4,1,0,2,2,1,102,9,2
Kay Yu,,,,0,59,44,19,26,30,15,14,7,7,9,5,6,5,8,1,6,2,0,3,0,1,79,26,2
James C Crumlish,,,,,1,52,13,6,10,8,35,1,7,8,3,3,5,6,4,3,3,2,0,1,1,89,6,2
Leon Goodman,,,,,,0,8,1,2,0,4,2,2,3,1,4,1,3,3,3,3,3,0,0,0,50,6,2
Wendi Barish,,,,,,,0,15,8,23,7,14,10,5,6,6,6,8,3,4,4,2,1,0,1,27,22,2
Cateria R Mccabe,,,,,,,,0,23,27,4,15,2,8,4,5,2,0,1,1,3,0,3,0,0,27,20,2
Henry Mcgregor Sias,,,,,,,,,1,15,10,5,1,4,0,3,1,1,1,1,0,1,2,1,1,25,21,2
Nicola Serianni,,,,,,,,,,0,5,16,6,5,5,3,5,0,4,3,2,3,1,0,1,22,23,2
Chris Hall,,,,,,,,,,,0,0,3,3,5,3,1,3,2,1,2,0,0,0,0,34,5,2
Janine D Momasso,,,,,,,,,,,,0,2,4,5,1,1,1,1,4,2,0,3,0,0,9,13,2
Beth Grossman,,,,,,,,,,,,,0,3,9,5,3,1,2,4,2,1,0,0,1,10,8,2
Kendra Mccrae,,,,,,,,,,,,,,0,4,4,2,0,0,3,1,0,0,0,0,13,6,2
Laurie Dow,,,,,,,,,,,,,,,0,2,0,1,1,6,1,0,0,0,0,6,9,2
Vicki Markovitz,,,,,,,,,,,,,,,,0,2,2,2,3,1,0,0,0,0,7,7,2
Craig Levin,,,,,,,,,,,,,,,,,0,1,7,1,1,5,0,0,1,9,5,2
James F Berardinelli,,,,,,,,,,,,,,,,,,0,2,1,0,0,1,0,0,8,5,2
Joshua Roberts,,,,,,,,,,,,,,,,,,,1,1,2,6,0,0,0,8,5,2
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,4,8,2
Terri M Booker,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,4,4,2
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,3,2
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,2,2
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,2
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2
Total,169,137,118,114,105,61,55,48,48,47,43,24,21,20,16,15,14,14,14,13,8,7,4,2,2,135,59,2
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,3
,Jennifer Schultz,Tiffany Palmer,Craig Levin,Wendi Barish,Anthony Kyriakakis,Cateria R Mccabe,Janine D Momasso,Nicola Serianni,Beth Grossman,Kendra Mccrae,Terri M Booker,Carmella Jacquinto,Kay Yu,Laurie Dow,Leon Goodman,Robert Trimble,Vicki Markovitz,Chris Hall,Gregory Weyer,Henry Mcgregor Sias,James C Crumlish,James F Berardinelli,Jon Marshall,Joshua Roberts,Sherman Toppin,David H Conroy,Theresa Brunson,3
Jennifer Schultz,0,3,2,4,2,2,2,3,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,3
Tiffany Palmer,,0,3,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3
Craig Levin,,,0,2,2,1,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3
Wendi Barish,,,,0,2,1,1,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3
Anthony Kyriakakis,,,,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Cateria R Mccabe,,,,,,0,3,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3
Janine D Momasso,,,,,,,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2,3
Nicola Serianni,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Beth Grossman,,,,,,,,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3
Kendra Mccrae,,,,,,,,,,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,3
Terri M Booker,,,,,,,,,,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3
Carmella Jacquinto,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Kay Yu,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Laurie Dow,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Leon Goodman,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,3
Robert Trimble,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,3
Vicki Markovitz,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,3
Chris Hall,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3
Gregory Weyer,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3
Henry Mcgregor Sias,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3
James C Crumlish,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Joshua Roberts,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,6,6,4,4,3,3,3,3,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,5,5,3
,Judge Of The Municipal Court - Democrat,,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,4
,Theresa Brunson,David H Conroy,Joshua Roberts,Jennifer Schultz,Craig Levin,Carmella Jacquinto,Cateria R Mccabe,Leon Goodman,Jon Marshall,Tiffany Palmer,Wendi Barish,Anthony Kyriakakis,Henry Mcgregor Sias,Kay Yu,Kendra Mccrae,Laurie Dow,Sherman Toppin,Terri M Booker,Janine D Momasso,James F Berardinelli,Nicola Serianni,Robert Trimble,Beth Grossman,Chris Hall,Vicki Markovitz,James C Crumlish,Gregory Weyer,4
Theresa Brunson,4,0,10,12,4,4,5,7,2,8,5,1,4,6,8,6,3,7,4,4,3,4,3,4,3,1,1,4
David H Conroy,,0,16,9,9,6,8,2,5,4,3,8,6,3,1,2,6,1,1,2,3,1,1,0,0,2,1,4
Joshua Roberts,,,1,7,6,8,9,2,5,3,2,9,7,2,4,2,8,1,1,1,2,1,2,1,0,3,0,4
Jennifer Schultz,,,,2,5,1,2,3,5,5,5,0,0,3,3,5,1,2,3,1,3,3,3,1,2,1,0,4
Craig Levin,,,,,3,1,0,2,8,3,1,2,0,2,3,1,1,0,0,1,2,1,1,0,0,0,1,4
Carmella Jacquinto,,,,,,0,7,2,1,3,4,9,6,3,2,0,6,2,5,0,0,1,0,1,2,0,0,4
Cateria R Mccabe,,,,,,,0,5,1,4,1,8,9,1,1,1,8,1,4,2,0,0,0,0,0,1,0,4
Leon Goodman,,,,,,,,0,1,6,4,1,2,3,3,2,1,1,4,1,1,2,0,0,2,1,0,4
Jon Marshall,,,,,,,,,3,1,1,2,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,4
Tiffany Palmer,,,,,,,,,,0,2,3,2,6,3,2,1,3,3,2,2,2,1,1,1,1,0,4
Wendi Barish,,,,,,,,,,,0,0,0,1,2,3,0,3,4,1,1,2,1,3,3,0,1,4
Anthony Kyriakakis,,,,,,,,,,,,0,7,3,0,0,7,0,1,0,1,0,0,0,0,0,0,4
Henry Mcgregor Sias,,,,,,,,,,,,,0,2,0,2,7,2,1,4,3,0,1,0,1,0,0,4
Kay Yu,,,,,,,,,,,,,,0,2,2,0,3,1,2,3,1,1,1,1,0,0,4
Kendra Mccrae,,,,,,,,,,,,,,,0,1,1,3,1,1,0,1,2,3,1,1,0,4
Laurie Dow,,,,,,,,,,,,,,,,1,1,2,0,1,2,4,3,2,1,1,1,4
Sherman Toppin,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,4
Terri M Booker,,,,,,,,,,,,,,,,,,1,1,2,3,2,1,4,2,1,1,4
Janine D Momasso,,,,,,,,,,,,,,,,,,,1,2,0,0,0,0,2,0,0,4
James F Berardinelli,,,,,,,,,,,,,,,,,,,,0,3,0,2,1,1,1,1,4
Nicola Serianni,,,,,,,,,,,,,,,,,,,,,0,1,2,0,2,1,0,4
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,1,0,2,0,1,1,4
Beth Grossman,,,,,,,,,,,,,,,,,,,,,,,0,1,2,1,0,4
Chris Hall,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,4
Vicki Markovitz,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4
James C Crumlish,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,38,27,30,25,19,16,15,14,13,13,13,12,12,10,10,10,10,10,9,7,7,7,5,5,5,3,2,4
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,5
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Kay Yu,Wendi Barish,Nicola Serianni,Chris Hall,Cateria R Mccabe,Beth Grossman,Henry Mcgregor Sias,Kendra Mccrae,Laurie Dow,Carmella Jacquinto,Vicki Markovitz,Leon Goodman,Janine D Momasso,Joshua Roberts,James F Berardinelli,Terri M Booker,Jon Marshall,Sherman Toppin,Craig Levin,Gregory Weyer,Robert Trimble,Theresa Brunson,David H Conroy,5
Tiffany Palmer,0,37,28,27,25,21,16,21,8,6,10,9,11,4,8,7,4,1,5,2,1,0,0,0,0,21,25,5
Anthony Kyriakakis,,0,19,29,19,12,9,23,8,2,10,5,7,5,1,9,1,4,5,2,1,4,0,1,1,12,28,5
Jennifer Schultz,,,0,10,14,17,22,7,10,11,6,7,8,8,4,5,6,1,3,1,2,1,2,0,0,21,15,5
James C Crumlish,,,,0,11,9,5,23,3,2,2,1,4,1,1,4,0,1,2,1,1,1,1,0,0,6,21,5
Kay Yu,,,,,0,8,9,7,6,1,10,6,5,3,4,6,3,0,3,2,0,1,0,0,0,16,10,5
Wendi Barish,,,,,,0,13,7,8,8,3,7,5,4,5,3,3,0,1,1,1,1,1,0,0,17,8,5
Nicola Serianni,,,,,,,0,4,8,8,3,8,3,5,3,2,6,0,1,2,1,2,1,0,0,17,7,5
Chris Hall,,,,,,,,0,2,2,0,1,2,1,0,1,0,1,1,0,0,0,0,0,0,4,16,5
Cateria R Mccabe,,,,,,,,,1,3,4,5,1,6,3,2,4,3,1,2,0,3,0,1,1,12,5,5
Beth Grossman,,,,,,,,,,0,1,5,4,6,4,0,2,2,1,2,2,1,1,0,1,12,4,5
Henry Mcgregor Sias,,,,,,,,,,,0,2,1,2,2,3,1,3,0,1,1,4,1,0,1,8,7,5
Kendra Mccrae,,,,,,,,,,,,0,2,3,6,2,1,0,0,4,0,1,0,0,0,13,2,5
Laurie Dow,,,,,,,,,,,,,0,4,3,1,2,1,4,0,2,0,0,0,1,7,4,5
Carmella Jacquinto,,,,,,,,,,,,,,0,3,1,4,2,0,2,0,2,0,1,1,11,3,5
Vicki Markovitz,,,,,,,,,,,,,,,0,2,2,0,0,4,1,1,1,1,0,10,2,5
Leon Goodman,,,,,,,,,,,,,,,,0,1,0,1,2,1,0,0,1,0,5,5,5
Janine D Momasso,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7,0,5
Joshua Roberts,,,,,,,,,,,,,,,,,,1,0,0,1,3,0,0,1,2,6,5
James F Berardinelli,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,3,5
Terri M Booker,,,,,,,,,,,,,,,,,,,,0,1,1,1,2,1,4,3,5
Jon Marshall,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,3,3,5
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,4,2,5
Craig Levin,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,5
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,5
Robert Trimble,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,5
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,5
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,56,47,44,31,31,28,27,23,20,16,15,15,15,14,12,11,9,9,7,7,6,6,3,2,2,45,36,5
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,6
,Jennifer Schultz,Tiffany Palmer,Anthony Kyriakakis,Kay Yu,Cateria R Mccabe,Wendi Barish,Carmella Jacquinto,Henry Mcgregor Sias,Joshua Roberts,Nicola Serianni,Kendra Mccrae,James C Crumlish,Chris Hall,Beth Grossman,Laurie Dow,Leon Goodman,Sherman Toppin,Vicki Markovitz,Craig Levin,Jon Marshall,Robert Trimble,James F Berardinelli,Janine D Momasso,Terri M Booker,Gregory Weyer,David H Conroy,Theresa Brunson,6
Jennifer Schultz,0,18,7,14,10,13,7,10,6,13,8,4,2,8,8,4,0,3,4,2,2,1,2,1,0,13,22,6
Tiffany Palmer,,0,19,18,10,13,7,13,2,9,9,13,12,2,3,7,1,3,1,2,3,3,3,3,1,21,15,6
Anthony Kyriakakis,,,0,9,13,9,8,14,9,3,3,13,13,0,2,4,7,3,1,0,1,3,0,0,0,23,5,6
Kay Yu,,,,0,6,7,5,8,3,8,5,3,3,4,5,5,1,4,1,0,2,0,1,1,1,9,13,6
Cateria R Mccabe,,,,,0,5,8,14,9,3,3,1,2,1,2,0,7,1,1,1,1,0,2,0,0,14,7,6
Wendi Barish,,,,,,0,2,3,1,7,4,6,5,5,4,1,1,5,3,0,2,4,3,0,0,8,10,6
Carmella Jacquinto,,,,,,,1,6,10,6,6,2,1,5,4,1,7,1,0,0,2,0,0,3,1,8,9,6
Henry Mcgregor Sias,,,,,,,,0,7,2,0,3,2,0,0,1,6,0,0,1,1,0,0,0,0,14,4,6
Joshua Roberts,,,,,,,,,2,5,4,1,0,2,1,1,7,1,2,1,1,0,0,0,0,10,7,6
Nicola Serianni,,,,,,,,,,0,7,3,1,6,4,3,1,2,2,0,1,0,2,2,0,4,13,6
Kendra Mccrae,,,,,,,,,,,0,4,2,3,4,4,0,2,3,1,1,0,1,2,0,6,10,6
James C Crumlish,,,,,,,,,,,,0,10,0,1,3,0,0,0,0,2,2,0,1,0,13,1,6
Chris Hall,,,,,,,,,,,,,0,0,1,2,0,2,0,0,1,2,0,0,0,10,2,6
Beth Grossman,,,,,,,,,,,,,,0,7,0,1,3,2,0,0,1,0,0,0,0,9,6
Laurie Dow,,,,,,,,,,,,,,,0,1,0,3,0,0,0,0,0,0,0,2,7,6
Leon Goodman,,,,,,,,,,,,,,,,0,0,2,1,1,1,0,0,0,1,5,3,6
Sherman Toppin,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,1,0,7,2,6
Vicki Markovitz,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,0,0,4,3,6
Craig Levin,,,,,,,,,,,,,,,,,,,0,1,0,2,0,0,0,0,6,6
Jon Marshall,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,2,2,6
Robert Trimble,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,2,1,6
James F Berardinelli,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,3,6
Janine D Momasso,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,2,6
Terri M Booker,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,6
Gregory Weyer,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,6
David H Conroy,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6
Theresa Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6
Total,38,38,31,25,22,22,20,20,20,18,17,16,13,10,10,10,9,8,6,5,5,4,4,3,1,37,32,6
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,Judge Of The Municipal Court - Democrat,,7
,Tiffany Palmer,Jennifer Schultz,Kay Yu,Anthony Kyriakakis,James C Crumlish,Leon Goodman,Wendi Barish,Nicola Serianni,Henry Mcgregor Sias,Cateria R Mccabe,Janine D Momasso,Chris Hall,Laurie Dow,Kendra Mccrae,Beth Grossman,Carmella Jacquinto,Vicki Markovitz,Joshua Roberts,James F Berardinelli,Craig Levin,Jon Marshall,Terri M Booker,Robert Trimble,Sherman Toppin,Gregory Weyer,David H Conroy,Theresa Brunson,7
Tiffany Palmer,0,76,71,75,56,42,30,24,24,23,12,14,10,10,8,7,6,0,4,0,0,1,0,1,1,90,19,7
Jennifer Schultz,,2,61,52,45,38,25,25,14,20,14,4,8,9,7,6,1,4,3,2,2,0,2,2,1,67,19,7
Kay Yu,,,1,59,45,38,12,14,19,10,4,9,5,7,6,3,4,2,5,2,1,1,0,1,2,61,18,7
Anthony Kyriakakis,,,,0,53,44,13,12,21,8,2,13,8,3,4,6,6,3,4,0,1,3,1,1,0,69,8,7
James C Crumlish,,,,,0,41,0,0,6,1,1,13,4,2,5,2,1,1,3,2,2,1,2,0,0,58,0,7
Leon Goodman,,,,,,0,7,3,5,1,3,4,3,0,1,4,5,3,1,1,2,1,1,0,0,45,4,7
Wendi Barish,,,,,,,0,20,8,16,13,1,5,7,4,5,8,2,1,1,1,2,0,2,2,15,18,7
Nicola Serianni,,,,,,,,0,5,20,16,1,4,6,3,6,2,2,2,1,0,3,1,1,1,13,16,7
Henry Mcgregor Sias,,,,,,,,,1,5,0,3,2,0,0,2,4,1,0,0,0,0,1,1,0,20,6,7
Cateria R Mccabe,,,,,,,,,,0,11,1,2,2,0,2,1,2,1,0,0,1,0,1,1,11,10,7
Janine D Momasso,,,,,,,,,,,0,0,2,2,1,2,1,0,1,0,0,1,0,1,0,6,9,7
Chris Hall,,,,,,,,,,,,0,2,2,0,1,0,0,0,1,1,0,0,0,0,15,0,7
Laurie Dow,,,,,,,,,,,,,0,4,4,4,0,1,0,0,1,1,0,1,1,8,8,7
Kendra Mccrae,,,,,,,,,,,,,,0,5,4,1,1,2,2,0,1,0,0,0,4,9,7
Beth Grossman,,,,,,,,,,,,,,,0,3,1,0,1,1,0,1,1,0,0,7,5,7
Carmella Jacquinto,,,,,,,,,,,,,,,,0,2,1,0,0,0,0,2,1,0,5,7,7
Vicki Markovitz,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,3,6,7
Joshua Roberts,,,,,,,,,,,,,,,,,,1,1,2,2,0,1,1,0,6,1,7
