col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,division
Mia Roberts Perez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,8,3,4,3,8,3,6,4,5,1,4,5,3,2,4,2,1,2,1,4,4,1,1,2,2,24
Tracy B Roman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,3,1,8,4,7,2,5,6,4,6,3,5,3,5,1,3,2,2,2,2,3,2,1,24
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,2,9,2,7,4,7,2,3,6,3,1,3,7,2,5,0,5,3,2,3,2,2,24
Jon Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,1,1,3,4,6,3,4,3,0,1,1,0,0,1,0,0,1,2,0,1,24
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,3,2,1,0,0,0,0,0,2,2,0,0,0,4,1,0,0,0,0,0,24
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,2,3,2,2,0,0,1,0,2,1,0,1,1,1,3,0,1,0,1,24
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,8,1,5,0,4,4,2,2,2,3,1,3,1,3,2,1,3,3,3,24
Chris Mallios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,0,0,2,4,2,2,3,1,0,1,4,0,1,2,1,1,0,24
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,1,2,4,1,2,0,5,1,2,1,4,1,1,2,3,1,24
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,3,4,3,3,3,3,2,1,1,2,4,2,2,0,0,24
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,4,3,4,2,4,1,3,0,4,2,2,2,1,1,24
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,2,1,1,1,2,0,1,1,0,2,0,0,24
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,5,2,2,3,1,3,1,2,0,4,1,1,0,24
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,2,5,1,3,1,1,2,4,1,2,0,24
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,1,3,0,1,0,2,1,1,0,24
Stella Tsai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,1,3,2,3,2,0,2,1,0,24
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,2,3,2,1,3,1,0,1,24
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,5,0,5,1,3,2,2,1,24
Betsy Wahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,2,1,0,1,1,1,24
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,2,2,1,1,0,24
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,0,24
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,0,24
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,24
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,24
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,24
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,24
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,24
Total,95,59,51,47,42,39,36,24,21,20,19,18,17,15,10,9,69,58,45,45,43,39,39,38,32,31,30,23,22,22,21,19,19,19,18,17,17,16,16,15,15,15,14,13,13,13,11,11,10,10,9,9,8,8,8,6,6,5,3,24
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,25
,Marissa Brumbach,Vince Giusini,Vincent N Melchiorre,James F Berardinelli,Jon Marshall,Scott Diclaudio,Tracy B Roman,William J Ciancaglini,Jennifer Schultz,Vincent Furlong,Stella Tsai,Anthony Kyriakakis,Betsy Wahl,Ken Powell,Deborah Watson Stokes,Rainy Papademetriou,Stephanie M Sawyer,Mia Roberts Perez,Abbe Fletman,Chris Mallios,Edward William Louden Jr,Michael Fanning,Lynne M Summers,Leon Goodman,Brian T Ortelere,Daine Grey Jr,Kai Scott,Lyris Younge,Chris Mccabe,Thomas Martin,Wayne M D Bennett,Franklin A Bennett Iii,Lucretia Clemons,Shanese Johnson,Frances Fattah,Jodi Lobel,Leon A King Ii,Sandjai Weaver,Tangie M Boston,Joshua Hill,Rania Major,Sherman Toppin,Starr Marshall Cash,Allan Domb,Frank Rizzo,William K Greenlee,Ed Neilson,Paul Steinke,Sherrie Cohen,Derek S Green,Thomas Wyatt,Helen Gym,Isaiah Thomas,Jenne Ayers,W Wilson Goode Jr,Blondell Reynolds Brown,Carla M Cain,Marnie Aument Loughrey,Wilson Alexander,25
Marissa Brumbach,14,32,29,29,25,24,24,25,19,10,12,11,13,9,10,8,10,11,8,7,8,7,5,5,3,5,7,7,6,5,4,4,6,6,3,3,1,4,3,2,2,2,0,50,45,36,28,18,19,16,14,17,11,8,11,7,6,6,1,25
Vince Giusini,,2,19,22,7,15,4,16,10,7,7,7,6,4,7,5,5,4,4,3,5,3,3,5,2,4,4,4,3,4,2,0,2,4,1,3,1,2,1,1,0,1,0,18,22,10,8,7,10,8,6,7,5,5,6,2,3,2,0,25
Vincent N Melchiorre,,,4,15,14,12,11,16,4,4,4,5,3,3,1,2,3,1,0,1,3,5,3,2,1,0,1,2,3,2,3,3,1,1,2,2,1,1,1,2,1,0,0,23,26,17,14,7,6,3,2,6,4,4,5,1,3,4,0,25
James F Berardinelli,,,,0,6,22,3,15,12,10,9,8,7,6,7,6,4,5,4,3,3,3,3,5,3,3,4,5,4,3,3,1,4,2,0,3,1,2,1,1,0,1,0,17,23,10,6,9,12,9,7,6,7,5,3,1,5,1,0,25
Jon Marshall,,,,,0,7,29,4,5,4,2,3,2,6,3,3,3,1,2,1,4,4,4,3,1,3,0,2,2,3,4,2,2,0,2,2,1,1,0,2,0,1,0,26,12,23,22,3,6,7,5,3,1,2,2,0,4,4,2,25
Scott Diclaudio,,,,,,0,5,11,8,9,6,6,5,8,3,3,3,3,1,2,6,3,5,8,3,2,3,4,4,2,5,4,2,2,1,1,2,2,3,2,2,1,0,13,17,7,2,9,8,12,6,3,8,5,3,2,6,2,2,25
Tracy B Roman,,,,,,,0,2,7,3,2,3,3,3,2,1,2,1,2,1,3,1,4,2,1,3,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,0,26,8,24,23,3,5,6,4,2,1,2,1,1,3,3,2,25
William J Ciancaglini,,,,,,,,3,5,6,4,5,1,2,2,3,3,0,0,1,4,5,3,1,1,0,0,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,17,20,11,5,5,4,4,2,3,2,3,4,2,0,2,0,25
Jennifer Schultz,,,,,,,,,0,8,8,8,10,3,7,7,9,7,9,4,4,3,4,2,3,6,7,3,3,2,3,1,4,4,3,2,1,3,1,1,1,1,0,11,9,5,4,9,13,7,7,8,2,6,4,5,4,1,1,25
Vincent Furlong,,,,,,,,,,0,5,7,2,6,3,4,4,2,3,2,3,2,4,3,4,5,2,1,1,3,3,1,0,3,2,3,3,2,1,1,1,0,0,6,8,5,1,4,8,8,5,3,2,2,2,3,5,1,1,25
Stella Tsai,,,,,,,,,,,0,6,8,5,6,6,6,6,6,5,3,1,4,0,1,1,4,2,2,2,0,0,5,2,2,1,2,1,1,0,0,1,0,5,5,4,2,9,11,4,8,7,3,5,2,5,3,0,0,25
Anthony Kyriakakis,,,,,,,,,,,,0,3,2,2,4,3,4,2,1,3,3,5,2,1,3,3,2,1,4,3,1,0,2,2,4,1,1,2,1,2,2,0,6,8,6,2,6,8,6,3,3,4,1,4,3,3,1,0,25
Betsy Wahl,,,,,,,,,,,,,0,3,6,3,6,8,5,3,2,2,2,1,1,2,5,4,4,0,1,1,5,3,3,0,0,2,2,1,2,1,0,4,5,3,2,8,7,5,5,7,4,3,4,2,1,1,0,25
Ken Powell,,,,,,,,,,,,,,0,5,4,3,2,2,2,6,2,3,4,2,4,1,2,1,2,1,1,2,0,2,2,2,1,0,0,0,0,0,3,7,0,2,3,6,6,7,2,2,3,3,2,5,1,2,25
Deborah Watson Stokes,,,,,,,,,,,,,,,0,3,8,6,4,5,2,3,3,2,1,2,3,0,0,0,2,2,4,2,2,1,1,1,2,1,1,0,0,5,6,1,1,8,7,3,9,5,3,3,5,3,0,0,0,25
Rainy Papademetriou,,,,,,,,,,,,,,,,0,4,4,6,3,3,1,1,1,2,3,2,1,1,3,2,1,1,0,1,1,1,1,0,0,0,1,0,3,5,2,1,5,6,4,5,3,0,3,1,3,2,2,0,25
Stephanie M Sawyer,,,,,,,,,,,,,,,,,0,3,3,3,2,2,3,1,0,1,2,1,1,1,2,2,3,3,3,2,1,1,2,1,0,0,0,4,5,1,2,7,8,4,6,5,2,3,4,3,0,0,0,25
Mia Roberts Perez,,,,,,,,,,,,,,,,,,0,6,5,1,4,1,2,2,2,5,2,2,1,2,2,3,2,1,1,0,2,2,1,3,1,0,4,4,4,0,7,8,2,5,7,4,2,3,3,1,1,0,25
Abbe Fletman,,,,,,,,,,,,,,,,,,,0,5,2,0,0,1,3,3,4,1,1,1,0,0,3,1,0,0,0,1,0,0,0,1,0,4,2,1,1,6,6,2,5,5,1,2,0,3,1,1,1,25
Chris Mallios,,,,,,,,,,,,,,,,,,,,0,0,1,1,2,0,1,5,0,0,0,1,1,2,0,0,1,1,0,0,1,0,0,0,4,3,3,2,6,7,2,6,4,2,1,1,3,0,1,0,25
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,0,2,2,2,2,4,0,3,0,3,0,0,0,0,2,1,2,0,0,0,0,2,0,5,7,2,2,2,2,7,3,2,0,1,2,1,4,1,2,25
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,0,3,2,1,2,0,0,1,1,3,2,0,0,3,2,0,0,2,1,2,0,0,5,7,1,2,4,3,2,1,5,3,1,5,2,0,1,0,25
Lynne M Summers,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,2,3,2,2,1,3,3,2,0,2,2,1,0,0,4,4,2,1,5,4,5,4,2,2,1,3,3,2,0,0,25
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,0,2,3,2,1,0,1,3,2,1,2,0,2,0,2,2,0,1,0,0,4,3,2,1,2,3,6,2,0,3,1,2,1,3,1,2,25
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,3,2,0,1,1,1,1,2,1,1,0,1,1,3,0,1,25
Daine Grey Jr,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,2,1,0,0,2,2,2,1,2,0,0,1,1,0,2,3,2,1,1,4,6,3,2,1,0,2,1,3,1,1,25
Kai Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,2,0,2,2,0,0,0,2,0,0,1,0,0,2,2,3,0,6,7,2,4,4,1,1,1,1,1,0,0,25
Lyris Younge,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,1,1,1,0,0,0,0,0,0,0,0,1,0,2,5,2,2,3,3,3,1,0,2,1,2,1,1,0,1,25
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,1,0,1,0,0,0,1,1,1,0,0,1,3,1,1,3,4,1,1,1,3,1,2,1,0,1,0,25
Thomas Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,3,2,0,1,1,0,1,0,5,3,2,2,1,4,3,2,2,1,0,0,1,3,1,0,25
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,1,1,1,1,2,1,1,1,0,0,2,3,3,0,5,5,3,1,2,2,1,3,1,2,1,0,25
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,1,1,2,2,2,0,0,1,2,1,2,4,2,2,1,1,2,1,2,2,1,2,0,25
Lucretia Clemons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,0,2,1,0,0,0,0,3,1,0,0,4,4,2,4,4,2,2,1,1,1,1,0,25
Shanese Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,3,2,0,1,0,0,3,3,2,0,2,4,3,1,3,2,1,1,1,1,0,0,25
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,2,1,1,0,0,1,2,0,1,3,2,2,2,4,1,0,4,1,1,1,0,25
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,2,4,1,1,1,4,2,2,1,2,0,2,1,2,0,0,25
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,1,1,1,4,2,2,1,0,1,0,2,3,0,0,25
Sandjai Weaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,2,2,0,1,3,3,0,2,1,2,0,1,2,1,0,25
Tangie M Boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,3,1,0,0,3,1,1,1,2,3,0,3,1,0,1,0,25
Joshua Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,2,1,2,1,1,1,1,1,0,1,0,1,1,0,25
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,0,2,1,1,0,2,2,0,2,1,0,1,0,25
Sherman Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,1,1,0,25
Starr Marshall Cash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Allan Domb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,22,31,26,8,7,7,9,6,4,3,4,4,4,3,1,25
Frank Rizzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,9,10,8,4,8,7,6,7,2,4,2,1,25
William K Greenlee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,4,9,6,2,6,2,2,3,2,3,3,0,25
Ed Neilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,5,2,0,4,1,0,2,3,2,2,0,25
Paul Steinke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,5,13,8,6,1,6,3,2,1,1,25
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,9,10,5,4,5,6,4,1,0,25
Derek S Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,2,3,3,1,3,5,3,2,25
Thomas Wyatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,1,3,2,4,0,1,25
Helen Gym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,6,3,1,1,1,25
Isaiah Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,4,2,0,1,1,25
Jenne Ayers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,2,1,0,25
W Wilson Goode Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,1,0,25
Blondell Reynolds Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,1,0,25
Carla M Cain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,25
Marnie Aument Loughrey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,25
Wilson Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25
Total,121,43,42,37,36,35,35,34,25,17,16,14,14,14,13,13,13,12,11,11,11,11,10,9,8,8,8,8,7,7,7,6,6,6,5,5,4,4,4,3,3,2,0,70,54,44,37,26,25,21,21,20,13,13,13,11,10,6,3,25
,Judge Of The Court Of Common Pleas - Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Council At Large - Democrat,,,,,,,,,,,,,,,,26
,Marissa Brumbach,Tracy B Roman,Abbe Fletman,James F Berardinelli,Mia Roberts Perez,Anthony Kyriakakis,Kai Scott,Jennifer Schultz,Chris Mallios,Scott Diclaudio,Vince Giusini,Jon Marshall,Rainy Papademetriou,Daine Grey Jr,Ken Powell,Stella Tsai,Vincent N Melchiorre,Betsy Wahl,Lynne M Summers,Joshua Hill,Stephanie M Sawyer,William J Ciancaglini,Brian T Ortelere,Deborah Watson Stokes,Leon A King Ii,Michael Fanning,Rania Major,Leon Goodman,Jodi Lobel,Edward William Louden Jr,Wayne M D Bennett,Chris Mccabe,Vincent Furlong,Frances Fattah,Franklin A Bennett Iii,Lucretia Clemons,Lyris Younge,Thomas Martin,Sandjai Weaver,Shanese Johnson,Sherman Toppin,Tangie M Boston,Starr Marshall Cash,Helen Gym,Allan Domb,Paul Steinke,Frank Rizzo,Sherrie Cohen,William K Greenlee,Jenne Ayers,Thomas Wyatt,Blondell Reynolds Brown,Ed Neilson,Derek S Green,Isaiah Thomas,W Wilson Goode Jr,Marnie Aument Loughrey,Wilson Alexander,Carla M Cain,26
Marissa Brumbach,4,23,15,17,18,16,12,11,11,17,15,11,9,12,11,11,14,7,15,8,13,10,8,10,6,10,8,4,6,5,5,5,5,6,6,5,3,3,5,3,3,2,2,24,28,19,28,15,12,13,14,14,12,10,9,5,13,3,3,26
Tracy B Roman,,1,8,14,8,10,7,13,3,15,8,23,8,11,10,7,6,5,12,6,8,8,6,7,4,5,7,8,6,6,3,2,3,5,6,4,6,4,1,1,1,1,1,10,24,6,17,10,14,12,11,8,9,9,6,4,7,4,3,26
Abbe Fletman,,,0,15,24,20,27,17,25,6,4,3,16,12,13,13,8,14,4,10,10,4,11,8,10,9,4,6,8,3,5,5,1,2,1,4,3,1,3,0,1,1,2,26,13,19,3,22,13,13,9,8,0,7,11,7,5,5,4,26
James F Berardinelli,,,,0,13,18,9,14,11,15,14,12,12,11,9,5,10,6,4,7,6,12,13,5,7,2,2,5,1,6,3,7,4,2,2,0,4,1,0,1,1,0,1,10,18,12,17,7,12,9,13,8,5,10,5,7,4,4,2,26
Mia Roberts Perez,,,,,0,16,19,17,19,5,5,4,15,14,12,14,9,14,7,8,13,3,8,9,8,8,5,6,6,3,4,5,2,5,2,4,2,2,3,2,2,0,1,22,11,18,8,17,13,9,10,10,2,8,8,9,5,5,3,26
Anthony Kyriakakis,,,,,,0,14,12,17,5,10,5,13,7,9,10,8,9,7,10,7,7,12,9,11,3,5,4,7,1,5,4,3,2,3,1,0,2,2,0,2,1,1,16,17,18,11,16,16,9,9,6,3,8,8,9,5,1,5,26
Kai Scott,,,,,,,0,9,21,4,3,3,13,10,9,13,8,10,5,8,9,4,6,5,7,8,5,4,5,0,6,2,0,2,2,3,2,2,4,0,1,1,1,22,9,15,3,15,11,9,8,5,0,8,10,5,3,2,2,26
Jennifer Schultz,,,,,,,,0,8,9,5,7,13,8,9,10,7,13,6,10,6,3,9,6,6,6,3,8,8,6,3,4,3,3,1,3,5,1,0,2,1,1,2,13,11,8,8,12,9,12,7,5,3,5,7,10,6,8,5,26
Chris Mallios,,,,,,,,,0,3,5,1,13,10,10,9,9,10,1,9,8,3,8,4,9,5,2,4,4,1,4,4,2,2,1,2,1,1,1,0,0,0,0,19,9,17,3,15,13,6,7,7,1,6,8,6,1,3,2,26
Scott Diclaudio,,,,,,,,,,1,11,10,7,8,7,6,7,2,9,5,4,9,8,3,2,4,3,6,1,7,3,6,5,2,4,2,6,1,2,0,0,2,0,5,20,9,14,4,5,6,6,7,5,8,4,4,5,3,1,26
Vince Giusini,,,,,,,,,,,1,4,5,6,5,2,8,3,4,6,3,11,5,1,2,2,1,1,0,5,1,2,7,5,4,1,1,3,1,2,2,0,0,3,14,8,18,1,7,7,8,3,8,9,1,6,2,1,3,26
Jon Marshall,,,,,,,,,,,,0,6,8,8,1,4,1,5,3,3,5,6,2,3,2,2,6,1,6,2,1,2,1,2,0,6,2,0,0,2,0,0,3,17,4,11,2,9,5,6,5,9,5,2,5,2,3,1,26
Rainy Papademetriou,,,,,,,,,,,,,0,8,9,9,7,8,0,7,4,5,7,5,7,5,3,6,2,4,2,3,1,2,2,1,4,1,0,0,0,1,0,11,11,9,7,10,13,6,3,7,4,6,4,11,2,2,2,26
Daine Grey Jr,,,,,,,,,,,,,,0,16,5,4,4,3,2,5,3,8,4,5,5,4,7,3,6,2,1,3,2,2,3,7,2,1,1,1,0,0,11,10,9,5,9,9,7,8,8,3,4,5,5,3,2,1,26
Ken Powell,,,,,,,,,,,,,,,0,6,4,4,2,4,4,2,10,3,6,5,3,9,4,7,2,1,2,1,1,2,6,1,0,0,2,0,1,9,11,9,6,10,9,7,8,6,2,5,3,5,3,1,2,26
Stella Tsai,,,,,,,,,,,,,,,,0,6,8,7,7,7,2,5,7,5,6,3,3,9,1,3,3,1,0,2,4,0,1,4,1,2,2,2,13,9,7,3,12,6,9,5,4,1,6,7,5,4,1,2,26
Vincent N Melchiorre,,,,,,,,,,,,,,,,,0,4,1,6,5,7,3,3,0,6,0,2,0,0,2,5,3,3,2,1,0,1,0,1,0,0,0,9,10,10,9,3,6,3,7,2,4,3,2,2,2,4,1,26
Betsy Wahl,,,,,,,,,,,,,,,,,,0,6,9,7,1,4,8,5,4,3,2,5,1,3,3,2,2,0,5,0,1,1,3,0,1,2,15,4,6,4,11,6,7,2,2,1,5,5,5,3,3,3,26
Lynne M Summers,,,,,,,,,,,,,,,,,,,1,6,9,3,3,6,3,4,8,2,4,2,5,3,3,4,3,4,1,2,4,2,2,3,2,8,8,6,6,9,4,9,3,6,2,5,6,4,6,2,2,26
Joshua Hill,,,,,,,,,,,,,,,,,,,,0,3,2,5,5,6,4,3,3,3,3,5,2,4,2,4,2,1,2,2,0,1,1,1,6,7,6,7,7,7,7,4,3,2,7,6,5,1,2,2,26
Stephanie M Sawyer,,,,,,,,,,,,,,,,,,,,,0,1,2,8,4,4,4,3,5,0,1,4,2,6,1,3,1,0,2,3,0,3,1,10,8,9,6,8,5,4,6,3,2,4,6,4,3,3,2,26
William J Ciancaglini,,,,,,,,,,,,,,,,,,,,,,0,3,1,0,3,2,0,0,3,0,4,3,1,1,0,1,2,0,1,0,0,0,3,12,4,14,2,6,4,4,2,2,4,1,2,4,2,2,26
Brian T Ortelere,,,,,,,,,,,,,,,,,,,,,,,0,0,6,2,2,5,2,5,1,4,1,0,2,0,3,1,1,0,2,0,2,8,10,10,4,9,10,5,4,4,2,4,1,5,3,1,1,26
Deborah Watson Stokes,,,,,,,,,,,,,,,,,,,,,,,,0,6,1,5,2,6,0,5,3,2,3,2,5,0,1,2,2,0,2,1,10,7,5,3,6,3,5,5,3,3,3,7,4,4,3,3,26
Leon A King Ii,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,4,3,0,3,3,1,2,1,2,0,1,1,0,1,1,0,7,5,7,3,8,9,4,3,5,3,6,4,7,1,1,2,26
Michael Fanning,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,4,2,1,2,1,1,3,2,2,1,1,0,1,0,1,7,4,8,4,6,1,3,5,3,1,1,5,4,1,1,0,26
Rania Major,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,0,3,1,2,3,2,3,2,1,2,2,0,2,2,6,2,5,1,10,5,6,2,4,3,2,5,1,6,2,3,26
Leon Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,4,3,1,0,1,1,2,4,2,0,0,0,1,0,5,6,4,3,4,4,5,6,3,2,5,4,1,1,3,2,26
Jodi Lobel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,1,3,0,0,1,1,1,2,2,5,5,3,2,8,1,6,4,1,0,2,5,3,3,3,3,26
Edward William Louden Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,1,1,0,5,0,0,0,2,0,1,3,6,2,5,1,2,6,3,5,1,2,0,3,0,2,0,26
Wayne M D Bennett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,2,2,1,3,2,0,1,0,0,5,2,3,1,2,2,4,3,3,1,3,5,1,1,2,1,26
Chris Mccabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,1,0,0,1,0,2,5,5,4,4,4,1,2,1,1,3,3,4,2,2,0,26
Vincent Furlong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,0,1,0,0,1,0,1,0,1,5,2,4,1,1,5,4,2,4,0,1,2,1,1,0,26
Frances Fattah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,2,0,1,1,2,0,1,0,3,3,2,4,2,4,2,2,3,2,2,1,2,1,1,1,26
Franklin A Bennett Iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,2,2,0,0,0,0,3,5,3,5,1,2,1,3,2,1,3,2,2,1,0,1,26
