col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,order,division
Nat Lownes,,,,,,,,,,,,,,0,0,16,17
Rebecca Poyourow,,,,,,,,,,,,,,,0,17,17
Total,90,14,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,18
,Dwight Evans,Kevin Johnson,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,18
Dwight Evans,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
Kevin Johnson,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
Dewayne Drummond,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18
Jacque Whaumbush,,,,0,0,0,0,0,0,0,0,0,0,0,0,6,18
Joe Khan,,,,,0,0,0,0,0,0,0,0,0,0,0,7,18
John Brady,,,,,,0,0,0,0,0,0,0,0,0,0,8,18
Kathryn S Huggins,,,,,,,0,0,0,0,0,0,0,0,0,9,18
Ken Washington,,,,,,,,0,0,0,0,0,0,0,0,10,18
Kevin Bundy,,,,,,,,,0,0,0,0,0,0,0,11,18
Liam G Boyle,,,,,,,,,,0,0,0,0,0,0,12,18
Linda Norris,,,,,,,,,,,0,0,0,0,0,13,18
Lisa Rhodes,,,,,,,,,,,,0,0,0,0,14,18
Monica Maria Djerassi,,,,,,,,,,,,,0,0,0,15,18
Nat Lownes,,,,,,,,,,,,,,0,0,16,18
Rebecca Poyourow,,,,,,,,,,,,,,,0,17,18
Total,70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,19
,Dwight Evans,Kevin Johnson,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,19
Dwight Evans,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19
Kevin Johnson,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
Dewayne Drummond,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19
Jacque Whaumbush,,,,0,0,0,0,0,0,0,0,0,0,0,0,6,19
Joe Khan,,,,,0,0,0,0,0,0,0,0,0,0,0,7,19
John Brady,,,,,,0,0,0,0,0,0,0,0,0,0,8,19
Kathryn S Huggins,,,,,,,0,0,0,0,0,0,0,0,0,9,19
Ken Washington,,,,,,,,0,0,0,0,0,0,0,0,10,19
Kevin Bundy,,,,,,,,,0,0,0,0,0,0,0,11,19
Liam G Boyle,,,,,,,,,,0,0,0,0,0,0,12,19
Linda Norris,,,,,,,,,,,0,0,0,0,0,13,19
Lisa Rhodes,,,,,,,,,,,,0,0,0,0,14,19
Monica Maria Djerassi,,,,,,,,,,,,,0,0,0,15,19
Nat Lownes,,,,,,,,,,,,,,0,0,16,19
Rebecca Poyourow,,,,,,,,,,,,,,,0,17,19
Total,67,10,0,0,0,0,0,0,0,0,0,0,0,0,0,18,19
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,20
,Dwight Evans,Kevin Johnson,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,20
Dwight Evans,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20
Kevin Johnson,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
Dewayne Drummond,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20
Jacque Whaumbush,,,,0,0,0,0,0,0,0,0,0,0,0,0,6,20
Joe Khan,,,,,0,0,0,0,0,0,0,0,0,0,0,7,20
John Brady,,,,,,0,0,0,0,0,0,0,0,0,0,8,20
Kathryn S Huggins,,,,,,,0,0,0,0,0,0,0,0,0,9,20
Ken Washington,,,,,,,,0,0,0,0,0,0,0,0,10,20
Kevin Bundy,,,,,,,,,0,0,0,0,0,0,0,11,20
Liam G Boyle,,,,,,,,,,0,0,0,0,0,0,12,20
Linda Norris,,,,,,,,,,,0,0,0,0,0,13,20
Lisa Rhodes,,,,,,,,,,,,0,0,0,0,14,20
Monica Maria Djerassi,,,,,,,,,,,,,0,0,0,15,20
Nat Lownes,,,,,,,,,,,,,,0,0,16,20
Rebecca Poyourow,,,,,,,,,,,,,,,0,17,20
Total,70,16,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,21
,Dwight Evans,Kevin Johnson,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,21
Dwight Evans,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
Kevin Johnson,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21
Dewayne Drummond,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21
Jacque Whaumbush,,,,0,0,0,0,0,0,0,0,0,0,0,0,6,21
Joe Khan,,,,,0,0,0,0,0,0,0,0,0,0,0,7,21
John Brady,,,,,,0,0,0,0,0,0,0,0,0,0,8,21
Kathryn S Huggins,,,,,,,0,0,0,0,0,0,0,0,0,9,21
Ken Washington,,,,,,,,0,0,0,0,0,0,0,0,10,21
Kevin Bundy,,,,,,,,,0,0,0,0,0,0,0,11,21
Liam G Boyle,,,,,,,,,,0,0,0,0,0,0,12,21
Linda Norris,,,,,,,,,,,0,0,0,0,0,13,21
Lisa Rhodes,,,,,,,,,,,,0,0,0,0,14,21
Monica Maria Djerassi,,,,,,,,,,,,,0,0,0,15,21
Nat Lownes,,,,,,,,,,,,,,0,0,16,21
Rebecca Poyourow,,,,,,,,,,,,,,,0,17,21
Total,48,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,22
,Dwight Evans,Kevin Johnson,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,22
Dwight Evans,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22
Kevin Johnson,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22
Dewayne Drummond,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22
Jacque Whaumbush,,,,0,0,0,0,0,0,0,0,0,0,0,0,6,22
Joe Khan,,,,,0,0,0,0,0,0,0,0,0,0,0,7,22
John Brady,,,,,,0,0,0,0,0,0,0,0,0,0,8,22
Kathryn S Huggins,,,,,,,0,0,0,0,0,0,0,0,0,9,22
Ken Washington,,,,,,,,0,0,0,0,0,0,0,0,10,22
Kevin Bundy,,,,,,,,,0,0,0,0,0,0,0,11,22
Liam G Boyle,,,,,,,,,,0,0,0,0,0,0,12,22
Linda Norris,,,,,,,,,,,0,0,0,0,0,13,22
Lisa Rhodes,,,,,,,,,,,,0,0,0,0,14,22
Monica Maria Djerassi,,,,,,,,,,,,,0,0,0,15,22
Nat Lownes,,,,,,,,,,,,,,0,0,16,22
Rebecca Poyourow,,,,,,,,,,,,,,,0,17,22
Total,57,13,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,23
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Kevin Bundy,Ken Washington,Lisa Rhodes,Linda Norris,Liam G Boyle,Rebecca Poyourow,Monica Maria Djerassi,Joe Khan,Nat Lownes,John Brady,Jacque Whaumbush,2,23
Dwight Evans,18,0,36,32,26,25,22,19,16,19,16,12,12,12,10,3,23
Kevin Johnson,,3,10,6,6,5,5,5,5,3,3,2,1,0,0,4,23
Kathryn S Huggins,,,0,33,31,25,22,19,18,19,16,11,10,8,7,5,23
Dewayne Drummond,,,,0,28,25,19,14,16,17,13,6,9,9,6,6,23
Kevin Bundy,,,,,0,21,16,13,17,13,8,8,8,9,5,7,23
Ken Washington,,,,,,0,13,8,15,12,10,8,8,7,4,8,23
Lisa Rhodes,,,,,,,0,17,8,12,12,10,6,8,9,9,23
Linda Norris,,,,,,,,0,5,11,11,12,6,5,7,10,23
Liam G Boyle,,,,,,,,,0,8,5,5,4,3,4,11,23
Rebecca Poyourow,,,,,,,,,,0,13,3,4,4,5,12,23
Monica Maria Djerassi,,,,,,,,,,,0,6,3,2,7,13,23
Joe Khan,,,,,,,,,,,,0,5,4,5,14,23
Nat Lownes,,,,,,,,,,,,,0,4,4,15,23
John Brady,,,,,,,,,,,,,,0,3,16,23
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,23
Total,66,14,47,38,33,30,28,25,22,22,19,15,13,12,11,18,23
