col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
Amanda Mcillmurray,,,,,,,,,,,0,1,1,2,4
Noam Kugelmass,,,,,,,,,,,,0,1,0,4
Jon Geeting,,,,,,,,,,,,,0,1,4
Judi Golding Baker,,,,,,,,,,,,,,0,4
Total,42,16,14,12,12,9,6,6,6,5,4,4,3,2,4
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,5
,Bob Casey Jr,Joe Celentano,Tom Young,Judi Golding Baker,Marylouise Isaacson,Micah Mahjoubian,Rhea Powell,Darrell L Clarke,Noam Kugelmass,Amanda Mcillmurray,Matthew D Myers,Mariel J K Martin,Andi Perez,Jon Geeting,5
Bob Casey Jr,14,23,22,20,19,19,19,14,15,14,11,13,13,9,5
Joe Celentano,,3,17,13,10,12,10,8,12,9,6,8,6,7,5
Tom Young,,,0,12,11,14,10,9,12,8,8,10,9,7,5
Judi Golding Baker,,,,0,14,11,12,8,10,14,6,7,8,8,5
Marylouise Isaacson,,,,,0,12,9,10,8,12,6,10,9,5,5
Micah Mahjoubian,,,,,,0,10,11,12,6,5,9,11,3,5
Rhea Powell,,,,,,,0,5,9,7,5,4,5,5,5
Darrell L Clarke,,,,,,,,3,5,4,3,7,10,4,5
Noam Kugelmass,,,,,,,,,0,7,3,6,5,4,5
Amanda Mcillmurray,,,,,,,,,,0,4,8,3,6,5
Matthew D Myers,,,,,,,,,,,3,7,5,4,5
Mariel J K Martin,,,,,,,,,,,,0,5,3,5
Andi Perez,,,,,,,,,,,,,0,3,5
Jon Geeting,,,,,,,,,,,,,,0,5
Total,56,27,23,21,19,19,19,17,16,15,15,14,13,10,5
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,6
,Bob Casey Jr,Matthew D Myers,Tom Young,Joe Celentano,Micah Mahjoubian,Marylouise Isaacson,Andi Perez,Darrell L Clarke,Mariel J K Martin,Rhea Powell,Amanda Mcillmurray,Noam Kugelmass,Judi Golding Baker,Jon Geeting,6
Bob Casey Jr,20,35,38,35,30,28,23,21,23,22,21,15,10,8,6
Matthew D Myers,,9,24,18,19,22,19,21,20,8,13,4,9,5,6
Tom Young,,,0,20,27,25,21,17,20,17,17,11,6,7,6
Joe Celentano,,,,3,14,13,10,7,10,15,15,11,8,7,6
Micah Mahjoubian,,,,,0,21,19,14,19,12,11,11,4,4,6
Marylouise Isaacson,,,,,,0,21,16,19,11,17,5,9,7,6
Andi Perez,,,,,,,0,14,18,6,10,5,3,6,6
Darrell L Clarke,,,,,,,,0,16,5,8,1,3,3,6
Mariel J K Martin,,,,,,,,,0,7,9,5,4,2,6
Rhea Powell,,,,,,,,,,0,11,9,7,4,6
Amanda Mcillmurray,,,,,,,,,,,0,7,9,8,6
Noam Kugelmass,,,,,,,,,,,,0,3,3,6
Judi Golding Baker,,,,,,,,,,,,,1,4,6
Jon Geeting,,,,,,,,,,,,,,0,6
Total,88,49,40,39,32,31,26,26,26,23,22,16,12,9,6
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,7
,Bob Casey Jr,Joe Celentano,Rhea Powell,Micah Mahjoubian,Tom Young,Amanda Mcillmurray,Marylouise Isaacson,Judi Golding Baker,Andi Perez,Darrell L Clarke,Mariel J K Martin,Matthew D Myers,Noam Kugelmass,Jon Geeting,7
Bob Casey Jr,10,14,14,12,11,10,10,9,7,7,6,7,5,3,7
Joe Celentano,,1,7,5,5,5,5,4,3,1,3,1,4,3,7
Rhea Powell,,,1,6,5,6,7,6,6,1,4,1,3,2,7
Micah Mahjoubian,,,,0,9,5,6,4,5,4,3,2,4,1,7
Tom Young,,,,,0,6,5,4,4,2,3,2,4,2,7
Amanda Mcillmurray,,,,,,0,8,7,6,2,5,2,2,2,7
Marylouise Isaacson,,,,,,,0,8,7,3,6,2,3,3,7
Judi Golding Baker,,,,,,,,0,5,2,5,2,2,3,7
Andi Perez,,,,,,,,,0,2,6,2,1,1,7
Darrell L Clarke,,,,,,,,,,0,1,2,1,0,7
Mariel J K Martin,,,,,,,,,,,0,2,1,2,7
Matthew D Myers,,,,,,,,,,,,0,0,1,7
Noam Kugelmass,,,,,,,,,,,,,0,1,7
Jon Geeting,,,,,,,,,,,,,,0,7
Total,44,15,15,13,12,10,10,9,8,7,7,7,5,3,7
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,8
,Bob Casey Jr,Tom Young,Micah Mahjoubian,Marylouise Isaacson,Matthew D Myers,Andi Perez,Mariel J K Martin,Darrell L Clarke,Joe Celentano,Rhea Powell,Amanda Mcillmurray,Judi Golding Baker,Noam Kugelmass,Jon Geeting,8
Bob Casey Jr,6,46,44,42,34,35,35,33,22,21,16,10,8,4,8
Tom Young,,1,39,33,31,33,30,27,8,9,10,6,6,1,8
Micah Mahjoubian,,,0,35,27,32,30,28,11,9,10,6,6,3,8
Marylouise Isaacson,,,,0,30,31,30,29,14,12,14,8,7,4,8
Matthew D Myers,,,,,0,29,27,29,8,7,7,6,2,2,8
Andi Perez,,,,,,0,28,27,7,5,8,3,4,1,8
Mariel J K Martin,,,,,,,0,27,8,7,8,6,3,1,8
Darrell L Clarke,,,,,,,,0,6,8,7,6,1,2,8
Joe Celentano,,,,,,,,,4,11,12,5,6,4,8
Rhea Powell,,,,,,,,,,0,13,8,7,4,8
Amanda Mcillmurray,,,,,,,,,,,0,8,7,3,8
Judi Golding Baker,,,,,,,,,,,,0,3,2,8
Noam Kugelmass,,,,,,,,,,,,,0,1,8
Jon Geeting,,,,,,,,,,,,,,0,8
Total,76,48,45,42,37,35,35,34,28,22,17,10,8,4,8
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,9
,Bob Casey Jr,Joe Celentano,Matthew D Myers,Rhea Powell,Tom Young,Darrell L Clarke,Marylouise Isaacson,Mariel J K Martin,Micah Mahjoubian,Andi Perez,Amanda Mcillmurray,Noam Kugelmass,Judi Golding Baker,Jon Geeting,9
Bob Casey Jr,25,27,25,21,19,18,17,16,16,13,12,11,10,8,9
Joe Celentano,,0,12,15,12,7,10,10,8,6,8,8,8,7,9
Matthew D Myers,,,1,9,11,15,10,12,9,8,6,3,6,5,9
Rhea Powell,,,,1,11,6,10,9,8,7,8,8,8,7,9
Tom Young,,,,,1,10,12,11,13,11,6,6,6,4,9
Darrell L Clarke,,,,,,1,8,10,8,7,4,2,3,1,9
Marylouise Isaacson,,,,,,,1,12,10,11,7,6,5,5,9
Mariel J K Martin,,,,,,,,0,9,7,7,4,6,3,9
Micah Mahjoubian,,,,,,,,,0,11,6,5,5,3,9
Andi Perez,,,,,,,,,,0,5,5,2,4,9
Amanda Mcillmurray,,,,,,,,,,,0,6,7,5,9
Noam Kugelmass,,,,,,,,,,,,0,6,4,9
Judi Golding Baker,,,,,,,,,,,,,0,4,9
Jon Geeting,,,,,,,,,,,,,,0,9
Total,78,27,27,22,21,20,18,17,17,14,12,11,10,8,9
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,10
,Bob Casey Jr,Andi Perez,Mariel J K Martin,Marylouise Isaacson,Micah Mahjoubian,Amanda Mcillmurray,Joe Celentano,Rhea Powell,Tom Young,Noam Kugelmass,Darrell L Clarke,Judi Golding Baker,Jon Geeting,Matthew D Myers,10
Bob Casey Jr,10,19,18,18,17,16,15,15,13,10,9,9,6,5,10
Andi Perez,,0,15,13,13,13,10,8,9,8,5,6,5,4,10
Mariel J K Martin,,,0,13,12,14,7,9,10,9,6,8,5,3,10
Marylouise Isaacson,,,,0,12,12,7,6,8,5,7,8,2,4,10
Micah Mahjoubian,,,,,0,10,5,5,7,7,7,6,3,5,10
Amanda Mcillmurray,,,,,,0,9,10,8,8,5,9,6,2,10
Joe Celentano,,,,,,,1,6,7,3,4,4,5,2,10
Rhea Powell,,,,,,,,0,6,7,2,6,5,0,10
Tom Young,,,,,,,,,0,4,4,3,5,3,10
Noam Kugelmass,,,,,,,,,,0,2,4,3,0,10
Darrell L Clarke,,,,,,,,,,,0,5,1,5,10
Judi Golding Baker,,,,,,,,,,,,0,1,2,10
Jon Geeting,,,,,,,,,,,,,0,0,10
Matthew D Myers,,,,,,,,,,,,,,0,10
Total,46,19,18,18,17,16,16,15,13,10,9,9,6,5,10
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,11
,Bob Casey Jr,Tom Young,Micah Mahjoubian,Marylouise Isaacson,Joe Celentano,Rhea Powell,Amanda Mcillmurray,Mariel J K Martin,Andi Perez,Darrell L Clarke,Matthew D Myers,Judi Golding Baker,Noam Kugelmass,Jon Geeting,11
Bob Casey Jr,16,28,26,28,24,27,26,25,24,20,11,15,13,9,11
Tom Young,,0,22,19,16,17,16,19,19,12,7,8,12,6,11
Micah Mahjoubian,,,0,17,14,15,14,17,17,14,9,7,13,6,11
Marylouise Isaacson,,,,0,12,18,20,20,19,14,6,14,9,7,11
Joe Celentano,,,,,1,16,14,11,13,7,2,7,10,8,11
Rhea Powell,,,,,,0,19,13,16,7,1,13,13,7,11
Amanda Mcillmurray,,,,,,,1,19,18,9,2,14,10,4,11
Mariel J K Martin,,,,,,,,0,20,12,8,11,6,4,11
Andi Perez,,,,,,,,,0,13,7,9,8,4,11
Darrell L Clarke,,,,,,,,,,1,9,4,2,5,11
Matthew D Myers,,,,,,,,,,,2,2,1,1,11
Judi Golding Baker,,,,,,,,,,,,0,6,3,11
Noam Kugelmass,,,,,,,,,,,,,0,3,11
Jon Geeting,,,,,,,,,,,,,,1,11
Total,73,31,30,29,28,28,27,26,25,24,16,15,15,12,11
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,12
,Bob Casey Jr,Marylouise Isaacson,Micah Mahjoubian,Matthew D Myers,Andi Perez,Darrell L Clarke,Rhea Powell,Tom Young,Mariel J K Martin,Amanda Mcillmurray,Joe Celentano,Judi Golding Baker,Jon Geeting,Noam Kugelmass,12
Bob Casey Jr,13,35,31,29,29,27,29,28,26,20,19,19,16,12,12
Marylouise Isaacson,,0,27,21,24,20,21,22,21,16,12,14,11,9,12
Micah Mahjoubian,,,0,21,21,21,16,20,18,11,10,11,11,8,12
Matthew D Myers,,,,1,20,23,11,20,20,9,11,10,10,4,12
Andi Perez,,,,,0,20,13,20,19,11,10,10,8,6,12
Darrell L Clarke,,,,,,1,11,18,18,8,6,9,8,3,12
Rhea Powell,,,,,,,0,10,12,16,14,16,11,9,12
Tom Young,,,,,,,,0,18,6,9,5,8,8,12
Mariel J K Martin,,,,,,,,,0,9,7,11,5,3,12
Amanda Mcillmurray,,,,,,,,,,0,9,13,7,6,12
Joe Celentano,,,,,,,,,,,1,8,9,7,12
Judi Golding Baker,,,,,,,,,,,,0,6,3,12
Jon Geeting,,,,,,,,,,,,,0,8,12
Noam Kugelmass,,,,,,,,,,,,,,0,12
Total,69,36,32,31,30,29,29,29,27,20,20,19,16,12,12
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,13
,Bob Casey Jr,Marylouise Isaacson,Matthew D Myers,Tom Young,Micah Mahjoubian,Darrell L Clarke,Mariel J K Martin,Andi Perez,Joe Celentano,Amanda Mcillmurray,Rhea Powell,Noam Kugelmass,Judi Golding Baker,Jon Geeting,13
Bob Casey Jr,8,33,33,33,30,31,30,28,17,18,18,13,12,8,13
Marylouise Isaacson,,0,27,28,27,25,26,26,10,13,10,7,9,6,13
Matthew D Myers,,,0,25,21,27,24,22,9,10,4,4,6,4,13
Tom Young,,,,0,27,23,24,23,10,13,11,11,8,5,13
Micah Mahjoubian,,,,,1,25,25,24,8,11,12,10,5,4,13
Darrell L Clarke,,,,,,0,25,24,3,11,6,6,6,2,13
Mariel J K Martin,,,,,,,0,22,5,12,8,8,6,4,13
Andi Perez,,,,,,,,0,7,10,6,8,7,6,13
Joe Celentano,,,,,,,,,2,5,10,6,4,6,13
Amanda Mcillmurray,,,,,,,,,,0,10,10,11,4,13
Rhea Powell,,,,,,,,,,,0,10,8,6,13
Noam Kugelmass,,,,,,,,,,,,0,7,4,13
Judi Golding Baker,,,,,,,,,,,,,0,4,13
Jon Geeting,,,,,,,,,,,,,,0,13
Total,67,36,36,36,34,33,31,30,22,21,20,15,14,9,13
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,14
,Bob Casey Jr,Rhea Powell,Joe Celentano,Marylouise Isaacson,Amanda Mcillmurray,Mariel J K Martin,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Tom Young,Judi Golding Baker,Andi Perez,Darrell L Clarke,Jon Geeting,14
Bob Casey Jr,14,29,24,23,23,23,17,20,20,20,19,15,14,8,14
Rhea Powell,,0,17,16,17,18,8,15,17,14,14,11,6,4,14
Joe Celentano,,,2,10,9,9,6,15,14,12,10,7,5,4,14
Marylouise Isaacson,,,,1,19,18,8,11,11,10,13,14,7,4,14
Amanda Mcillmurray,,,,,0,18,6,8,10,7,13,10,5,6,14
Mariel J K Martin,,,,,,0,11,10,10,8,12,11,9,7,14
Matthew D Myers,,,,,,,7,9,7,10,7,5,9,5,14
Micah Mahjoubian,,,,,,,,0,11,15,8,7,9,2,14
Noam Kugelmass,,,,,,,,,0,12,8,8,6,4,14
Tom Young,,,,,,,,,,0,7,7,7,2,14
Judi Golding Baker,,,,,,,,,,,0,8,5,5,14
Andi Perez,,,,,,,,,,,,0,5,3,14
Darrell L Clarke,,,,,,,,,,,,,1,5,14
Jon Geeting,,,,,,,,,,,,,,0,14
Total,65,30,26,25,24,24,24,20,20,20,19,16,15,8,14
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,15
,Bob Casey Jr,Matthew D Myers,Darrell L Clarke,Rhea Powell,Marylouise Isaacson,Joe Celentano,Tom Young,Micah Mahjoubian,Andi Perez,Amanda Mcillmurray,Judi Golding Baker,Mariel J K Martin,Noam Kugelmass,Jon Geeting,15
Bob Casey Jr,10,17,21,21,19,18,16,11,14,11,11,11,6,5,15
Matthew D Myers,,4,12,7,9,6,7,6,6,4,5,7,3,2,15
Darrell L Clarke,,,1,10,13,6,7,8,9,4,7,9,4,2,15
Rhea Powell,,,,0,11,8,8,8,7,9,10,8,5,4,15
Marylouise Isaacson,,,,,0,8,9,8,10,7,9,9,4,4,15
Joe Celentano,,,,,,0,5,4,2,5,6,3,3,4,15
Tom Young,,,,,,,0,8,6,5,7,6,4,4,15
Micah Mahjoubian,,,,,,,,0,5,2,4,4,4,3,15
Andi Perez,,,,,,,,,0,6,6,7,2,1,15
Amanda Mcillmurray,,,,,,,,,,0,8,5,1,3,15
Judi Golding Baker,,,,,,,,,,,0,8,4,4,15
Mariel J K Martin,,,,,,,,,,,,0,2,2,15
Noam Kugelmass,,,,,,,,,,,,,0,2,15
Jon Geeting,,,,,,,,,,,,,,0,15
Total,59,25,24,23,20,19,19,15,14,12,12,11,7,5,15
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,16
,Bob Casey Jr,Rhea Powell,Marylouise Isaacson,Andi Perez,Micah Mahjoubian,Amanda Mcillmurray,Judi Golding Baker,Tom Young,Mariel J K Martin,Noam Kugelmass,Jon Geeting,Joe Celentano,Darrell L Clarke,Matthew D Myers,16
Bob Casey Jr,17,52,47,38,37,35,31,30,26,26,21,22,15,11,16
Rhea Powell,,0,42,34,30,34,31,23,22,24,19,18,11,5,16
Marylouise Isaacson,,,1,31,30,33,30,23,22,20,17,17,12,8,16
Andi Perez,,,,1,28,21,22,19,20,19,13,13,11,6,16
Micah Mahjoubian,,,,,0,18,18,20,17,18,12,12,11,6,16
Amanda Mcillmurray,,,,,,0,24,16,19,16,14,14,7,5,16
Judi Golding Baker,,,,,,,0,8,16,11,11,7,8,5,16
Tom Young,,,,,,,,0,12,17,12,14,9,7,16
Mariel J K Martin,,,,,,,,,0,10,8,8,10,5,16
Noam Kugelmass,,,,,,,,,,0,7,13,7,5,16
Jon Geeting,,,,,,,,,,,1,11,7,3,16
Joe Celentano,,,,,,,,,,,,0,5,3,16
Darrell L Clarke,,,,,,,,,,,,,0,4,16
Matthew D Myers,,,,,,,,,,,,,,0,16
Total,84,53,49,40,39,36,33,30,27,26,23,22,15,11,16
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,17
,Bob Casey Jr,Rhea Powell,Micah Mahjoubian,Mariel J K Martin,Marylouise Isaacson,Amanda Mcillmurray,Andi Perez,Joe Celentano,Noam Kugelmass,Darrell L Clarke,Judi Golding Baker,Jon Geeting,Tom Young,Matthew D Myers,17
Bob Casey Jr,16,32,28,25,25,24,23,19,20,20,19,15,12,10,17
Rhea Powell,,0,22,19,21,20,19,14,16,11,17,9,9,5,17
Micah Mahjoubian,,,0,18,18,16,16,14,16,14,12,9,8,4,17
Mariel J K Martin,,,,0,17,18,19,9,12,15,16,5,8,8,17
Marylouise Isaacson,,,,,0,21,17,12,12,9,14,7,8,5,17
Amanda Mcillmurray,,,,,,0,14,8,10,10,16,5,3,3,17
Andi Perez,,,,,,,0,12,9,12,11,7,11,7,17
Joe Celentano,,,,,,,,2,10,4,5,7,9,3,17
Noam Kugelmass,,,,,,,,,0,9,11,6,6,4,17
Darrell L Clarke,,,,,,,,,,0,11,6,4,7,17
Judi Golding Baker,,,,,,,,,,,0,3,3,5,17
Jon Geeting,,,,,,,,,,,,0,5,2,17
Tom Young,,,,,,,,,,,,,0,6,17
Matthew D Myers,,,,,,,,,,,,,,0,17
Total,69,33,29,26,26,25,24,21,21,20,20,15,12,10,17
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,18
,Bob Casey Jr,Rhea Powell,Marylouise Isaacson,Micah Mahjoubian,Joe Celentano,Matthew D Myers,Tom Young,Darrell L Clarke,Mariel J K Martin,Amanda Mcillmurray,Andi Perez,Judi Golding Baker,Noam Kugelmass,Jon Geeting,18
Bob Casey Jr,19,36,32,31,28,28,27,25,23,22,23,19,15,12,18
Rhea Powell,,0,23,21,18,13,14,12,14,20,12,17,12,9,18
Marylouise Isaacson,,,0,20,15,20,13,18,20,19,17,17,8,9,18
Micah Mahjoubian,,,,1,18,16,20,16,11,11,15,9,8,8,18
Joe Celentano,,,,,3,12,12,9,10,10,12,6,8,10,18
Matthew D Myers,,,,,,2,13,16,16,11,16,10,6,8,18
Tom Young,,,,,,,0,14,10,6,13,3,8,6,18
Darrell L Clarke,,,,,,,,0,14,8,14,8,4,8,18
Mariel J K Martin,,,,,,,,,0,13,16,12,7,6,18
Amanda Mcillmurray,,,,,,,,,,0,7,13,6,4,18
Andi Perez,,,,,,,,,,,0,9,4,9,18
Judi Golding Baker,,,,,,,,,,,,0,6,4,18
Noam Kugelmass,,,,,,,,,,,,,0,3,18
Jon Geeting,,,,,,,,,,,,,,1,18
Total,82,38,34,33,31,31,28,25,25,24,23,20,15,13,18
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,19
,Bob Casey Jr,Joe Celentano,Micah Mahjoubian,Rhea Powell,Tom Young,Amanda Mcillmurray,Andi Perez,Marylouise Isaacson,Mariel J K Martin,Judi Golding Baker,Darrell L Clarke,Noam Kugelmass,Matthew D Myers,Jon Geeting,19
Bob Casey Jr,15,32,32,30,29,26,27,26,23,17,17,17,15,7,19
Joe Celentano,,2,17,17,19,15,14,10,8,9,7,12,6,7,19
Micah Mahjoubian,,,0,19,22,15,19,18,18,12,12,13,8,5,19
Rhea Powell,,,,0,18,17,18,19,16,14,10,16,2,6,19
Tom Young,,,,,0,10,18,15,13,9,11,13,9,6,19
Amanda Mcillmurray,,,,,,0,14,16,14,14,9,11,6,3,19
Andi Perez,,,,,,,0,18,16,9,11,9,5,5,19
Marylouise Isaacson,,,,,,,,0,18,12,13,11,7,4,19
Mariel J K Martin,,,,,,,,,0,13,10,7,5,2,19
Judi Golding Baker,,,,,,,,,,0,8,7,4,1,19
Darrell L Clarke,,,,,,,,,,,0,4,7,0,19
Noam Kugelmass,,,,,,,,,,,,0,1,5,19
Matthew D Myers,,,,,,,,,,,,,0,0,19
Jon Geeting,,,,,,,,,,,,,,0,19
Total,75,34,32,31,29,27,27,27,24,18,17,17,15,7,19
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,20
,Bob Casey Jr,Marylouise Isaacson,Joe Celentano,Mariel J K Martin,Tom Young,Andi Perez,Matthew D Myers,Amanda Mcillmurray,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Darrell L Clarke,Judi Golding Baker,Jon Geeting,20
Bob Casey Jr,1,8,8,8,8,7,7,6,6,6,6,5,5,3,20
Marylouise Isaacson,,1,5,6,4,5,3,3,3,4,5,4,3,2,20
Joe Celentano,,,0,6,6,4,4,4,1,4,4,3,3,1,20
Mariel J K Martin,,,,0,6,5,3,5,3,5,4,4,4,2,20
Tom Young,,,,,0,5,3,3,3,5,3,3,3,3,20
Andi Perez,,,,,,0,3,3,4,4,5,4,2,3,20
Matthew D Myers,,,,,,,0,3,2,4,3,3,3,1,20
Amanda Mcillmurray,,,,,,,,0,2,2,3,2,3,0,20
Micah Mahjoubian,,,,,,,,,0,2,3,2,2,2,20
Noam Kugelmass,,,,,,,,,,0,3,3,3,3,20
Rhea Powell,,,,,,,,,,,0,2,3,2,20
Darrell L Clarke,,,,,,,,,,,,0,2,1,20
Judi Golding Baker,,,,,,,,,,,,,0,1,20
Jon Geeting,,,,,,,,,,,,,,0,20
Total,16,9,8,8,8,7,7,6,6,6,6,5,5,3,20
,United States Senator - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,21
,Bob Casey Jr,Rhea Powell,Marylouise Isaacson,Micah Mahjoubian,Joe Celentano,Amanda Mcillmurray,Andi Perez,Matthew D Myers,Tom Young,Darrell L Clarke,Jon Geeting,Noam Kugelmass,Mariel J K Martin,Judi Golding Baker,21
Bob Casey Jr,9,26,21,21,19,17,16,14,14,13,13,13,11,9,21
Rhea Powell,,0,16,15,13,14,12,8,10,8,9,11,9,8,21
Marylouise Isaacson,,,0,17,11,13,12,8,10,8,7,10,10,7,21
Micah Mahjoubian,,,,0,10,11,11,8,9,9,8,11,7,6,21
Joe Celentano,,,,,0,10,10,4,10,5,10,7,7,3,21
